,id,alias,name,description,subscriptionCount,subscribed,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,fullyAnonymous,canUseNickname,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,postCount,favorite,heroImage,logo
151,0d0140ad-53d8-46f8-861a-c751b5307be7,tf,東方設計大學,東方設計大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,992,False,False,2016-08-25T18:29:03.231Z,2020-08-13T08:44:01.025Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 4},False,"{'url': 'https://megapx-assets.dcard.tw/images/81b10072-2b25-423f-b942-e9bc3a24e62b/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/85fd8f9d-0261-4d5a-b3d7-909b9c514154/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
455,f126c7dc-0364-4569-8536-f16f0b795b31,valorant,特戰英豪,這是讓大家自由討論特戰英豪的版版~也歡迎大家在這認識朋友哦😋,987,False,False,2020-11-26T07:59:35.463Z,2020-11-26T10:35:58.239Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']",{'last30Days': 13},False,"{'url': 'https://megapx-assets.dcard.tw/images/8ae0536e-a51c-4b0a-9fb6-d82f559e0b64/orig.jpeg', 'type': 'image/jpeg', 'width': 1024, 'height': 341}","{'url': 'https://megapx-assets.dcard.tw/images/ac8c47be-df59-46f9-bf7e-f32293bb0163/orig.jpeg', 'type': 'image/jpeg', 'width': 194, 'height': 194}"
58,7c900bb8-3776-409a-b75b-1931c10770c1,nhcue,新竹教育大學,新竹教育大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,981,False,False,2016-05-21T11:15:15.826Z,2020-08-13T08:59:13.743Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/dd9ba311-0f04-424d-b820-6f68904c8df7/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c2cf4d28-d0a4-4c34-b601-5a30261a0eed/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
134,af8749f0-8542-4256-8fbb-ce5f025cb254,hwh,華夏科大,華夏科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,934,False,False,2016-08-11T18:11:28.240Z,2020-08-13T08:49:04.409Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 8},False,"{'url': 'https://megapx-assets.dcard.tw/images/304b66a6-6283-4060-b743-9b0b5c3a196d/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bf10b40c-7d20-4437-9153-9ffd0bf683b5/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
162,59fe875d-1568-4274-9ef1-2dbd2c4e5376,smc,聖母醫護管理專科學校,聖母醫護管理專科學校板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,910,False,False,2016-09-23T09:35:46.370Z,2020-08-13T08:51:01.500Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 4},False,"{'url': 'https://megapx-assets.dcard.tw/images/5b8cc5d0-bd7d-460e-b441-784fa13eaee2/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/f52dc6f0-c327-4138-bef4-e0867b5c2659/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
111,44eb2033-5318-4d84-bf70-f776372f1fc6,hfu,華梵大學,華梵大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,907,False,False,2016-07-21T18:40:38.585Z,2020-08-13T08:41:48.807Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 22},False,"{'url': 'https://megapx-assets.dcard.tw/images/20a915b2-66a9-4fe7-9855-e8d5c7cc3e76/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/3d79c0c0-abf4-49b6-893e-69529a0a3492/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
462,14ff5822-97b8-422e-a86b-ac374e666d65,ninjamustdie,忍者必須死,忍者必須死看板提供卡友們忍界最新資訊、心得攻略，在這裡尋找忍界羈絆，踏上最強忍者之路吧！,893,False,False,2021-01-04T05:46:05.004Z,2021-01-06T03:40:52.926Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'video', 'link', 'image']",{'last30Days': 16},False,"{'url': 'https://megapx-assets.dcard.tw/images/05db629e-eda1-4480-8ea8-9d5acd72625c/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/7bca7372-5b40-40c5-b3ed-edfd88fb1152/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
198,4390f47e-0984-4974-a197-2a2d1fcb5657,cityu,香港城市大學,城大同學既小天地～發文請注意需超過 15 個中文字,862,False,False,2019-07-12T06:29:24.155Z,2020-08-13T08:51:48.782Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 5},False,"{'url': 'https://megapx-assets.dcard.tw/images/b00ba85d-81db-4737-a0c9-44b436012afc/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/4587eb5b-7f17-4997-86fa-d0646ca199e3/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
130,b614ccbd-debe-4471-889b-9e9ef656fe77,tsu,台灣首府大學,台灣首府大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,860,False,False,2016-08-11T17:57:41.668Z,2020-08-13T08:44:11.284Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 6},False,"{'url': 'https://megapx-assets.dcard.tw/images/e35bbd0c-ad63-452b-97d7-c533d823b20a/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/a83fafc6-57a4-43ba-8733-8e52609da57b/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
178,6a384d83-7f27-48a3-8900-8b37312d4b30,ntc,國立臺東專科學校,臺東專科學校板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,860,False,False,2018-07-09T04:31:45.489Z,2020-08-13T08:53:00.049Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 9},False,"{'url': 'https://megapx-assets.dcard.tw/images/17171088-3e89-44ae-a575-1e89653be297/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bff20a19-9795-47b4-8b7a-dc19c2a99205/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
153,373e1153-735e-451d-ab03-749f200e236e,cit,崇右影藝科技大學,崇右影藝科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,851,False,False,2016-08-25T18:29:03.231Z,2020-08-13T08:51:45.709Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 5},False,"{'url': 'https://megapx-assets.dcard.tw/images/53b97eb1-9b31-4e49-a229-91776d84ffa8/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/d33812b9-8814-49f5-a1f4-913d29802161/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
141,2cc2630e-0fe4-4c61-8880-19017c453975,nanya,南亞技術學院,南亞技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,818,False,False,2016-08-18T18:44:16.853Z,2020-08-13T08:42:30.808Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 2},False,"{'url': 'https://megapx-assets.dcard.tw/images/224f6996-f1e4-4386-aa46-14f3e5709ace/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/4bf12dfc-e015-4580-a783-53577a77a8c7/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
133,1fd91af8-3acb-4732-b615-718f8c964585,ccut,中州科大,中州科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,810,False,False,2016-08-11T18:05:24.013Z,2020-08-13T08:47:38.799Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 2},False,"{'url': 'https://megapx-assets.dcard.tw/images/910793fa-5746-4350-bde2-4723d75ee959/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/ba24030b-fb80-4cda-bc10-72355ed014dd/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
195,20af7f52-8b6d-4d7a-8ce6-83f1e1c51e13,hkust,香港科技大學,科大同學既小天地～發文請注意需超過 15 個中文字,758,False,False,2019-07-12T04:41:00.999Z,2020-08-13T08:49:00.991Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 2},False,"{'url': 'https://megapx-assets.dcard.tw/images/f9fa833f-f9ed-41f2-9f79-6c8e82cd0d61/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/f1d0267c-f34c-489f-8d4a-9cc568c1e1b4/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
418,e2602a00-3f9a-435e-98a2-457ff4da77fc,line_fresh,LINE FRESH 校園競賽,,754,False,False,2020-06-30T04:09:20.357Z,2020-08-28T08:08:26.074Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,['classic'],{'last30Days': 3},False,"{'url': 'https://megapx-assets.dcard.tw/images/2eb818cc-4e4b-4b73-b8e7-a88b76886733/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/54b42ca7-32d3-498e-94b7-d163862c90cd/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
451,b9ef6eea-d192-455b-877b-6a912a92de49,rom_gnjoy,RO：守護永恆的愛,承諾忠於經典，秉持最高誠意守護你我的回憶，更以豐富的冒險系統打造全新的RO體驗，讓我們一起創造新回憶，再次守護永恆的愛！,742,False,False,2020-11-26T04:41:42.026Z,2020-12-02T04:00:03.249Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['image', 'video', 'classic', 'link']",{'last30Days': 3},False,"{'url': 'https://megapx-assets.dcard.tw/images/f920e1ff-94b1-46f9-8fc6-7619f15b17fc/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bdb9394d-9802-4f80-8b0f-ccbf6a507944/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
454,9f51ebd1-8aca-45d5-aafa-1fb46d4b002f,arknights,明日方舟,"歡迎各位博士們來到羅德島的大家庭♥️
大家一起來創造和平且愉快的看板空間吧！
博士，您還有許多事情需要處理，現在還不能休息哦！",732,False,False,2020-11-26T07:58:30.113Z,2020-12-17T17:21:11.732Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,"1.標題要記得分類！
2.不能在標題大暴雷！",{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']",{'last30Days': 6},False,"{'url': 'https://megapx-assets.dcard.tw/images/f1895d1e-c9a9-4d17-a292-1da5a4118445/orig.jpeg', 'type': 'image/jpeg', 'width': 1200, 'height': 400}","{'url': 'https://megapx-assets.dcard.tw/images/29ab7b58-2d41-41df-9c39-448234f68112/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
197,f8273a1d-5c21-48a2-9d89-23a94e2a92c5,hkbu,香港浸會大學,浸大同學既小天地～發文請注意需超過 15 個中文字,725,False,False,2019-07-12T06:28:17.423Z,2020-08-13T08:51:58.526Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/0b87e9a4-2e55-491d-a091-ec63bf70d6a5/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/1b9f7af3-424e-4c79-b1db-90e486ace16f/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
202,bb1d1cd6-9b1d-45c8-9125-7f757c8ac525,openu,香港公開大學,OU 同學既小天地～發文請注意需超過15個中文字,717,False,False,2019-07-12T06:33:22.697Z,2020-08-13T08:54:00.300Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/75ef920d-81ca-4088-930a-85510729ae73/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/bc127413-a5f6-4232-b7ed-95b45811266c/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
188,1b0a200d-50e7-4abf-9bce-20239479d1ec,afats,空軍航空技術學院,空軍航空技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,709,False,False,2019-01-06T03:02:50.556Z,2020-08-13T08:44:50.054Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/1589e983-1a29-4758-8d4c-ff796a04079a/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/49e28d33-9194-4b60-959c-b7d6a162cd9b/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
183,02038822-2e52-4c3e-ba02-e3f216ce2c7e,cna,中華民國海軍軍官學校,中華民國海軍軍官學校板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,575,False,False,2018-11-05T09:59:16.508Z,2020-08-13T08:57:14.844Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/63c6c201-7e0f-4dcf-a36f-2332cd57472c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/a2ecc579-1c26-4b51-b3d4-22c69ff5ca90/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
201,084766c6-95c0-4dac-81af-4f40e76ff87b,hsu,香港恒生大學,恒大同學既小天地～發文請注意需超過 15 個中文字,537,False,False,2019-07-12T06:32:22.094Z,2020-08-13T08:57:59.095Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/fa1f53ac-4bec-4748-aee0-c4017c2a198c/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/f1996266-d928-43da-a741-d44d9ee7fec7/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
200,f8bdfe51-4000-44b3-9959-2f78107980ac,syu,香港樹仁大學,樹仁同學既小天地～發文請注意需超過 15 個中文字,528,False,False,2019-07-12T06:31:09.329Z,2020-08-13T08:51:04.377Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/e8661686-ee57-4ec5-bbf2-0f7e759d145b/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/e058d78c-4cb7-4b0f-80e5-c3b3810ed7ab/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
203,70fad9eb-83dc-47fe-b3c8-7897125bed31,eduhk,香港教育大學,教大同學既小天地～發文請注意需超過 15 個中文字,501,False,False,2019-07-12T06:35:02.237Z,2020-08-13T08:55:00.764Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/6cc3a1df-bcb6-4404-b5e1-8b616af50d32/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/cb9db97f-9226-4a56-b0e6-0c865a8e734a/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
142,fe5a4146-ff03-4d2e-a9f8-04283c772d19,tcpa,臺灣戲曲學院,臺灣戲曲學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,454,False,False,2016-08-18T18:47:58.852Z,2020-08-13T08:59:50.163Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/dd123b52-47fb-4a95-ad7f-4bc0080249ac/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/7283f0e1-ebb8-4ec3-aebc-c3c85e0b970d/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
176,eac3108e-7119-48bc-a501-9ef64c65eaca,ctbc,中信金融管理學院,中信金融管理學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,422,False,False,2018-06-28T07:34:54.275Z,2020-08-13T08:45:15.702Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/f19a66b1-ccdf-49ce-9b09-6634cbd2ef64/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/f03a05fd-d5cb-4b20-b425-33af3c06ec59/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
136,d45aed33-9bf4-409c-affb-dc88805413a9,tust,敏實科技大學,敏實科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,404,False,False,2016-08-11T18:27:45.354Z,2020-10-26T06:41:33.846Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/8b0dd34f-c959-416c-b601-435afa32bdc0/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/67bf43c1-d649-40df-b59c-f9f217931f4d/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
155,45636e16-748b-4aa2-8b71-4e8c2bad0378,knjc,康寧醫護暨管理專科學校,康寧醫護暨管理專科學校板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,396,False,False,2016-09-23T09:35:46.370Z,2020-08-13T08:55:44.779Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/0f1db3a0-33ea-47fb-af12-90b80e89dcc4/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/cc8342b4-452e-400d-9d28-2fa373c29fc9/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
2,cc2164ae-88cd-466d-b11b-19e4b1f6f78c,mother,母親節,Dcard 母親節限定板，告訴媽媽我愛妳！,373,False,False,2016-05-14T22:15:15.699Z,2020-12-15T10:45:46.413Z,False,False,True,False,False,True,{'size': 'small'},False,False,False,,,{},[],"['我是媽寶我驕傲', '曬媽媽', '母親節蛋糕', '康乃馨', '母親節花束', '我愛媽媽', '母親節禮物', '媽媽我愛你', '媽媽', '母親節大餐', '母親節檔期']",False,{},[],0,['classic'],{'last30Days': 0},False,,
4,8d5cabde-d0df-479f-8ab7-153209317537,father,父親節,Dcard 父親節特輯，上傳爸爸帥照，寫下真摯文字，一起謝謝我們心中的 「鋼鐵人老爸」。,373,False,False,2016-05-17T00:12:15.742Z,2017-01-01T10:36:38.235Z,False,False,True,False,False,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,['classic'],{'last30Days': 0},False,,
148,8a71f083-b5be-44ea-88ae-025265c4281a,ttc,大同技術學院,大同技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,369,False,False,2016-08-25T18:29:03.231Z,2020-08-13T08:54:15.506Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/b6a5fdd6-fc20-4456-a928-53c254331fbf/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/5f81afc0-8e2f-43d9-b105-036568f691f4/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
180,79b4c4ce-ec42-4caf-94aa-ed358744ed20,fcu_secondhand,逢甲大學二手物交流,你的廢物是我的寶物！快來二手物交流板向同校卡友出清與徵求二手物吧！,346,False,False,2018-07-10T09:17:37.232Z,2020-08-13T08:48:55.082Z,False,False,True,True,False,False,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,,
147,71adc2db-e939-41b5-b194-1c4499e11a62,fit,蘭陽技術學院,蘭陽技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,332,False,False,2016-08-25T18:29:03.231Z,2020-08-13T08:55:04.279Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/813acf5f-374e-4cbf-bb77-9704a13f642c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/73c5d757-1890-491f-ab06-17ec8b4a75dc/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
149,d430504b-4938-4e37-92ec-62aebf63630a,tht,臺灣觀光學院,臺灣觀光學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,310,False,False,2016-08-25T18:29:03.231Z,2020-08-13T08:51:07.419Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 2},False,"{'url': 'https://megapx-assets.dcard.tw/images/cd8da9e9-2d30-4f69-96c1-313adb0f9d49/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/415eacbf-d515-4d2f-8a6b-32c815f24774/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
